"Date","AMZN","GOOGL","MRNA","TDOC","MSFT","COST","GILD","INTU","TMO","FB","WTRG","DXCM","JNJ","BOX","NVDA","NFLX","WM","UNH","HAE","CTXS","PFE","CHD","EVBG","PG","ATVI","HCA","ZM","VEEV","BMY","CRM","CAH","SYNH","AAPL","ROL","LDOS","CTLT","DPZ","ABBV","FTNT","FATE","TGT","ABT","ANTM","ABC","SSNC","WMT","AMD","KMB","MCHP","ROKU","GE","TTWO","SYY","MU","RGLD","CLX","IQV","KR","LVGO","ETSY","EXEL","HRC","VRSK","WCN","ARCC","GMED","RDFN","WRK","ECL","RMD","QCOM","CNC","COUP","SAIC","MA","BF-B","SYK","ACAD","ATO","LLY","RTX","NTAP","LW","MPW","V","CLDR","CPB","NOC","APH","AVGO","UNP","ZBRA","DTE","BAX","LBRDK","DUK","SR","ES","STZ","KLAC","LMT","PSTG","ZEN","CBOE","EL","NYT","SWKS","SRE","STT","EXC","LNT","SIVB","ANET","WDC","MCO","NEWR","ALB","ENR"
2020-02-24,2009.290039,1419.859985,18.59,114.260002,170.889999,313.619995,72.227379,285.812714,322.899933,200.720001,51.669998,294.049988,145.910004,15.88,273.116638,368.700012,123.42823,276.591919,114.809998,111.584251,34.669998,75.510002,101.790001,123.300003,61.902878,139.547256,105.010002,154.020004,63.444893,185.940002,57.562679,67.150002,298.179993,39.66,113.378929,55.919998,362.158844,91.771317,108.699997,30.67,113.779999,84.275116,276.471069,94.93,62.000095,115.807579,49.119999,139.108673,100.129997,116.989998,11.848234,113.019997,74.728134,55.009998,109.842209,167.190002,158.080002,30.27,27.129999,51.330002,20.18,103.035934,167.281693,101.78389,18.155649,53.369999,31.629999,37.57,201.991409,169.830002,82.66243,59.349998,160.289993,91.593956,324.168732,67.469566,214.771576,42.25,116.220001,138.149994,92.246696,49.498951,95.32,23.642952,198.789993,10.2,47.660416,359.390015,97.363251,286.726257,175.765335,227.399994,131.383942,89.303673,136.020004,102.300003,85.145294,94.632347,201.539993,153.729996,416.733154,17.35,84.230003,121.627739,198.275925,38.315166,111.190002,152.586792,73.266609,48.82,58.84,243.270004,213.75,62.738174,266.26001,58.580002,89.117638,50.189999
2020-02-25,1972.73999,1386.319946,23.76,118.400002,168.070007,304.869995,69.453209,284.186218,309.390411,196.770004,50.43,283.959991,144.649994,15.04,261.893341,360.089996,121.397476,262.254028,110.139999,108.304703,33.93,74.760002,104.400002,121.43,59.12117,132.550964,107.080002,149.960007,61.62991,181.270004,54.889488,64.639999,288.079987,38.66,108.717476,54.720001,367.795593,87.869514,105.050003,30.370001,111.720001,80.789787,266.408508,92.93,59.445862,113.886078,47.57,137.976898,97.18,118.669998,11.308769,110.970001,73.25415,52.099998,107.01091,167.850006,150.059998,29.67,25.27,49.889999,19.4,101.998489,162.530167,101.175003,17.32951,51.080002,29.75,34.950001,194.271606,165.809998,79.586899,55.950001,159.899994,86.858566,302.422363,66.043587,205.564941,40.669998,113.739998,135.410004,87.356827,48.214546,93.769997,22.951635,188.399994,9.79,47.521465,339.970001,95.170158,277.955322,169.889923,220,126.696594,86.770096,133.350006,99.269997,82.834152,92.813454,195.289993,147.410004,397.861633,16.620001,81.309998,121.737411,190.944565,37.257233,106.169998,148.043625,70.138351,47.630001,58.009998,232.160004,205.990005,58.760281,260.029999,56.84,85.358414,49.080002
2020-02-26,1979.589966,1390.469971,29.16,116.860001,170.169998,305.690002,74.010765,279.486389,308.920776,197.199997,50.310001,278.25,143.679993,14.98,267.48999,379.23999,120.382103,261.865692,108.57,106.460587,34.720001,74.43,106.669998,120.160004,58.982082,127.936584,106.879997,147.490005,61.530735,178.869995,54.463757,64.57,292.649994,38.869999,110.380852,55.02,365.810272,87.110832,106.260002,31.879999,110.660004,81.018829,267.155731,93.709999,58.637684,113.27877,47.490002,137.2621,94.769997,112.709999,10.939137,109.470001,72.08683,52.369999,106.871338,168.029999,149.389999,28.75,25.450001,50.689999,18.690001,101.389992,163.238907,99.870003,17.475298,49.349998,29.26,34.860001,193.922516,165.919998,79.031319,54.389999,160.160004,84.55056,297.579865,64.24865,200.931747,40.220001,112.089996,133.529999,87.08622,47.898384,92.540001,22.922009,187.210007,9.47,46.290749,334.320007,95.36953,281.101868,164.779999,217.809998,123.344269,86.809998,133.360001,98.940002,81.713295,92.892967,190.970001,147.270004,398.398285,15.86,83.040001,123.442337,188.809982,37.347054,103.809998,145.37117,69.435478,47.049999,57.830002,224.300003,203.139999,58.849117,261.01001,53.82,85.179398,46.860001
2020-02-27,1884.300049,1314.949951,26.16,135.149994,158.179993,293.130005,71.989601,268.190765,296.850098,189.75,46.34,281.480011,139.119995,15.28,252.600006,371.709991,113.105225,252.82486,109.370003,102.642754,34.099998,71.860001,105.540001,113.5,57.948883,126.93,113.550003,144.429993,59.090927,172.149994,51.731167,62.740002,273.519989,37.66,104.693481,52.450001,347.044342,84.164764,102.639999,28.790001,105.620003,78.857933,256.90387,86.589996,55.395,109.913658,44.009998,133.04277,89.879997,110.029999,10.379693,107.839996,68.931114,50.580002,101.418114,168.699997,142.740005,28.360001,25.459999,57.919998,18.42,98.975945,155.51268,95.5,16.901859,47.279999,27.690001,32.720001,183.001099,162.720001,75.340675,52.619999,153.690002,79.506775,285.378723,62.324085,194.146332,39.099998,107.199997,129.190002,83.184395,46.307701,89.449997,21.223351,180.009995,8.91,45.357788,331.570007,92.289238,269.371277,159.619995,213.929993,116.698921,84.269997,129.850006,94.989998,79.12442,88.976868,175.660004,147.990005,382.200012,15.06,79.910004,120.870003,182.279999,37.007721,97.559998,139.976791,68.683113,45.139999,54.950001,211.369995,193.179993,54.456654,244.070007,54.900002,80.356049,44.189999
2020-02-28,1883.75,1339.25,25.93,124.959999,162.009995,281.140015,68.720039,265.277069,290.574982,192.470001,43.009998,276,134.479996,16.75,270.070007,369.029999,110.307945,253.860382,108.330002,103.061417,33.419998,69.519997,105.660004,113.230003,57.750187,127.010002,105,141.970001,58.575195,170.399994,51.602455,63.349998,273.359985,37.439999,102.243233,51.529999,338.664063,84.4505,102.059998,29.200001,103,76.706985,256.136749,84.32,55.5,107.205643,45.48,130.243134,90.709999,113.669998,10.869206,107.480003,65.933678,52.560001,96.17424,159.419998,139.490005,28.129999,25.01,57.810001,18.59,95.813744,154.833893,96.489998,16.707474,45.23,27.059999,33.25,179.979004,158.960007,77.682053,53.02,149.75,79.715691,289.80188,61.237152,189.901718,42.740002,103.25,126.129997,82.183762,46.159504,86.889999,20.867817,181.759995,8.9,44.782127,328.839996,91.392059,268.063477,159.809998,210.970001,110.429359,83.470001,125.889999,91.699997,74.442627,85.93544,172.380005,153.710007,369.869995,15.26,79.309998,114,183.600006,37.386978,100.18,138.353531,67.425873,43.110001,52.119999,208.160004,193.119995,54.841614,240.029999,56.259998,81.400276,42.990002
2020-03-02,1953.949951,1386.319946,29.879999,124.489998,172.789993,309.140015,74.704315,280.574036,304.72403,196.440002,45.439999,285.730011,140.020004,16.889999,276.429993,381.049988,116.499771,271.932068,110.639999,108.434288,34.880001,74.959999,111.860001,119.559998,60.194115,135.050003,113.110001,144.050003,59.844688,176.759995,53.483589,67.620003,298.809998,39.110001,109.623863,53.34,346.705139,87.386711,110.099998,31.01,109.059998,81.267776,270.26416,87.160004,57.630001,115.369514,47.459999,140.081619,95.220001,114.669998,11.198879,112.059998,68.931114,54.59,99.743271,172.009995,147.080002,29.68,26.700001,58.84,19.290001,100.312645,162.839615,99.449997,17.251755,47.099998,28.620001,34.189999,190.720901,168.75,79.92421,55.439999,158.529999,82.212715,306.266388,64.138962,196.507782,43.759998,107.889999,132.839996,84.373817,46.999302,86.650002,22.00355,192.330002,9.1,47.620712,335.98999,94.631851,280.207062,160.339996,221.710007,115.344139,87.18,128.559998,96.669998,78.876442,93.052002,177.220001,158.740005,381.350006,15.76,78.470001,118.18,193.330002,37.19735,104.269997,140.778519,68.000046,45.43,55.360001,216.75,196.589996,59.263687,259.519989,54.919998,83.836823,46.189999
2020-03-03,1908.98999,1337.719971,27.91,123.580002,164.509995,302.730011,73.525291,267.661926,310.119843,185.889999,45.310001,272.880005,135.589996,15.89,265.890015,368.769989,112.199341,260.272583,108.709999,106.061859,34.299999,73.059998,108.309998,118.169998,58.366135,128.770004,117.470001,141.5,58.714046,169.369995,52.434116,68.290001,289.320007,38.139999,108.896759,52.470001,338.674042,86.283173,103.529999,28.25,105.839996,77.662956,255.429382,85.870003,55.23,112.412605,46.75,139.773834,89.410004,108.620003,10.869206,111.220001,67.763794,51.799999,102.793884,167.869995,141.360001,29.34,24.290001,58.209999,18.74,99.943558,160.114471,98.25,17.193439,45.560001,29.030001,32.580002,193.413849,165.240005,77.939995,54.029999,150.5,82.541008,291.549164,63.630398,188.148071,41.98,106.540001,130.309998,83.404655,45.359219,85.5,21.973921,185.729996,8.78,47.521465,329.380005,92.678009,269.666229,157.339996,209.309998,111.764359,85.910004,128.570007,95.610001,77.229881,92.400002,177.589996,153.809998,377.399994,15.2,71.059998,117.209999,188.389999,36.738247,99.629997,139.580887,65.188568,44.189999,54.77,198.630005,191.75,56.193901,252.869995,53.740002,82.335114,45.959999
2020-03-04,1975.829956,1381.599976,27.49,124.639999,170.550003,320.73999,75.308685,284.934601,326.387268,191.759995,48.450001,283.869995,143.479996,15.38,284.51001,383.790009,119.745003,288.171753,109.43,109.779999,36.400002,76.470001,109.300003,124.5,62.141308,135.229996,116.800003,144.119995,60.97533,175.690002,54.087536,73.629997,302.73999,40.080002,111.884872,54.889999,341.088379,90.401749,107.050003,30.75,107.82,81.745766,295.320923,90.379997,57.09,116.255592,50.110001,147.180008,93.260002,109.610001,10.939137,119.419998,69.890686,55.290001,103.800789,172.520004,147.889999,30.959999,27.639999,62.459999,19.889999,102.20797,168.87883,101.709999,17.523895,46.43,29.700001,33.59,203.806656,174.820007,81.800003,62.459999,153.380005,86.74913,301.893158,64.378281,197.683502,44.529999,112.900002,140.380005,87.501572,45.784061,88.089996,23.089899,194.289993,8.99,52.325222,346.970001,96.695351,280.679047,162.169998,216.039993,117.984474,91.059998,134.190002,101.650002,80.58252,98.540001,185.960007,160.710007,402.029999,15.58,73.230003,118.589996,193.399994,38.105576,103.360001,146.331268,66.327019,46.82,57.860001,202.380005,201.630005,58.375324,269.579987,55.290001,85.79599,47.5
2020-03-05,1924.030029,1314.76001,28.01,134.330002,166.270004,315.76001,75.427574,286.561096,312.647919,185.169998,47.57,286.970001,142.009995,15.01,273.290009,372.779999,117.709999,281.739594,103.239998,116.459999,35.459999,75.029999,106.830002,121.629997,61.118038,127.830002,125,146.539993,60.003376,169.600006,51.958881,71.209999,292.920013,40.720001,107.14373,51.68,332.249146,89.278496,104,30.57,105.970001,80.18235,286.095245,86.970001,54.439999,115.40934,48.110001,143.309998,88.68,106.440002,10.07,117.269997,66.922928,53.720001,106.263206,175.850006,138.210007,33.470001,28.42,62.130001,19.18,100.362526,164.676346,102.269997,17.251755,44.82,28.809999,31.26,198.390839,170.75,79.169998,59.720001,151.919998,83.854179,290.281128,61.645996,188.915298,44.389999,111.129997,140.149994,79.57206,43.402973,86.360001,23.149155,186.960007,8.59,52.702374,327.779999,93.126595,269.459747,154.960007,203.759995,114.968369,87.650002,127.419998,100.129997,79.213692,97.440002,182.770004,156.690002,384.700012,15.13,73,115.949997,189.619995,37.297153,98.589996,140.313324,61.773228,46.130001,57.389999,185.059998,196.559998,56.963814,252.610001,54.849998,84.30423,46.580002
2020-03-06,1901.089966,1295.73999,29.610001,135.899994,161.570007,311.339996,79.479843,275.584808,310.92923,181.089996,46.669998,286.559998,142.029999,14.68,266.040009,368.970001,117.129997,282.645691,103.809998,117.910004,35.02,74.68,109.279999,121.660004,59.578167,127.199997,114.32,146.25,59.814934,164.080002,50.760899,62.82,289.029999,39.75,105.261223,48.91,335.621216,87.514801,99.5,29.459999,105.949997,81.397232,281.143677,85.809998,52.470001,116.713577,48.59,146.460007,86.959999,102.019997,9.4,117.690002,66.230446,51.470001,104.319191,173.259995,136.050003,32.040001,27.84,60.650002,18.65,95.723961,163.079178,100.730003,16.901859,42.759998,26.4,30.08,193.902573,166.080002,77.470001,58.560001,141.330002,80.999016,286.566895,62.25,185.208725,41.91,111.25,141.460007,79.597229,43.472134,83.370003,22.734367,184.360001,8.09,51.372406,328.959991,92.269295,264.946472,156.089996,202.740005,114.829926,85.379997,123.650002,99.050003,80.691635,96.360001,179.070007,155.679993,382.470001,15.08,71.550003,116.769997,191.949997,37.40694,95.709999,140.422195,59.526028,45.169998,57.490002,174.440002,190.779999,54.022346,238.470001,53.740002,82.146156,46.43
2020-03-09,1800.609985,1215.790039,24.290001,133.539993,150.619995,301.980011,72.841652,259.479614,295.12146,169.5,44.049999,266.519989,136.440002,13.04,245.440002,346.48999,112.07,272.260681,97.129997,115.949997,33.759998,70.739998,108.360001,116.059998,56.975281,116.739998,113.75,139,57.186687,151.210007,47.454063,61.299999,266.170013,38.279999,97.143517,44.049999,335.880615,84.016968,87.139999,24.84,104.029999,76.697021,268.81955,83.269997,47.759998,116.643883,43.27,141.320007,77.959999,96.260002,8.21,113.879997,60.591713,45.970001,98.536972,174.899994,124,31.25,24.540001,58.5,17.709999,88.791061,147.656693,96.449997,15.910493,39.169998,23.01,26.610001,183.360153,154.5,72.639999,55.360001,124.32,71.57798,261.605469,58.549999,172.006577,39.32,105.129997,135.720001,72.599121,39.381802,73.379997,20.976452,171.130005,7.28,49.824089,313.279999,85.261375,243.579666,135.839996,185.259995,101.3909,78.400002,114.199997,94.580002,76.357002,92.559998,164.240005,144.919998,352.029999,13.62,68.019997,111.769997,177.899994,33.793999,88.32,126.4562,52.131058,41.91,54.16,148.149994,185.690002,46.787125,210.850006,49.73,72.55912,43.599998
2020-03-10,1891.819946,1275.170044,22.34,146.070007,160.919998,309.399994,71.672546,269.078857,307.461914,178.190002,44.41,279.179993,141.639999,12.93,261.079987,364.130005,113.459999,278.792389,103.959999,114.779999,34.59,72.769997,109.940002,120.550003,60.313328,120.870003,108.489998,146.309998,57.454472,161.339996,49.216389,59.939999,285.339996,40.349998,102.382675,47.490002,343.143555,86.243759,90.720001,25.99,108.330002,80.54084,284.989349,86.07,50.029999,119.262299,45.380001,141.020004,81.480003,97.300003,8.85,118.75,61.749138,47.860001,97.061508,175,130.820007,32.599998,27.24,57.970001,18.389999,90.087852,156.460999,97.68,15.959088,41.5,23.74,28.959999,190.351868,161.710007,78.889999,60.369999,128.800003,76.770996,280.13681,57.91,182.89711,41.009998,105.43,141.190002,75.122719,42.968254,72.730003,21.49,182.600006,7.85,50.876152,334.890015,90.205795,258.505951,146.820007,202.190002,106.81002,82.980003,118.220001,95.050003,77,91.139999,165.320007,154.570007,367.170013,14.47,72.209999,110.900002,187.380005,35.40086,95.790001,129.267227,56.160179,43.119999,54,161.970001,199.960007,49.30415,227.600006,48.959999,74.776871,45.27
2020-03-11,1820.859985,1210.900024,23.610001,137.399994,153.630005,297.429993,73.019997,260.557251,289.156097,170.240005,40.029999,252.419998,131.800003,12.23,246.470001,349.920013,109.970001,276.58194,103.720001,114.800003,32.169998,68.410004,111.040001,111.589996,58.942348,112.589996,110.300003,144.380005,56.046124,154.570007,48.166916,57.299999,275.429993,38.43,97.581779,46.049999,331.880005,83.603142,87.949997,23.790001,105.580002,77.762535,280.645538,84.959999,46.060001,113.925903,45.700001,134.160004,73.400002,90.629997,8.21,119.050003,54.557274,43.720001,87.750145,169.399994,125.419998,30.59,25.16,50.23,17.32,88.93071,151.409988,93.730003,15.453684,38.049999,21.719999,26.23,186.093018,153.610001,74.620003,57.950001,120.870003,70.881607,269.343506,55.73,174.985779,36.869999,102.849998,140.020004,67.658905,39.964722,71.43,19.6,172.949997,7.89,50.092068,317.850006,84.005333,241.858902,141.559998,191.300003,102.953354,77.970001,112.800003,90.940002,73.68,87.790001,155.070007,144.919998,356.929993,13.72,65.699997,106.349998,172.509995,33.774036,89.839996,121.695282,53.645691,39.810001,51.59,148.75,182.199997,44.556343,211.259995,45.049999,69.685005,43.77
2020-03-12,1676.609985,1111.550049,22.299999,118.800003,139.059998,279.850006,68.580002,237.427231,284.100006,154.470001,36.700001,247.639999,125.410004,10.6,216.309998,315.25,97.739998,249.330002,94.5,105.059998,30.02,63.41,103.050003,101.839996,54.203514,101.510002,109.470001,133.210007,52.31699,140.589996,41.969074,47.220001,248.229996,34.369999,85.460007,44.009998,317.109985,77.454834,75.809998,19.99,92.620003,74.426582,255.259995,80.489998,42.509998,103.591637,39.009998,122.309998,62.32,78.809998,7.23,108.360001,43.042374,38.810001,80.642006,158.699997,113.010002,29.120001,24.209999,44.040001,15.25,82.566399,139.490005,83.889999,13.85,38.470001,17.299999,22.08,164.629181,136.119995,67.019997,57.130001,115.720001,63.171677,241.127136,49.970001,153.692947,35.389999,94.68,126.019997,64.505981,35.479187,63.360001,16.73,160.080002,7.08,47.32296,290.5,74.884071,215.123352,132.050003,161.509995,90.167,75.470001,107.160004,80.480003,63.790001,82.620003,131.429993,125.360001,311.380005,11.61,60.169998,93.470001,157.350006,31.618246,80.550003,103.20591,47.636662,35.27,48.18,136.960007,162.889999,38.604313,193.339996,38.830002,64.790001,40.130001
2020-03-13,1785,1214.27002,21.299999,127.949997,158.830002,302.269989,70.75,260.686981,300.119995,170.279999,38.43,244.020004,134.289993,10.93,240.839996,336.299988,105.32,272.040009,93.199997,113.669998,32.709999,63.290001,107.900002,114.07,58.654243,104.279999,107.470001,138.399994,54.538605,147.779999,47.147141,51.869999,277.970001,37.82,90.309998,47.919998,316.630005,84.115501,82.639999,20.73,101.019997,81.30761,270.339996,90,44.98,113.597359,43.900002,134.179993,69.970001,80.949997,7.85,116.620003,46.564114,42.990002,71.549965,167.770004,118.709999,30.709999,25.27,49.009998,16.77,89.040443,145.610001,88.730003,14.65,37.209999,17.139999,25.870001,179.600006,149.729996,75.809998,63.57,120.839996,68.454216,269.59314,53.150002,163.706665,35.630001,100.669998,139.369995,66.331024,40.310524,63.849998,17.92,175.830002,7.47,48.910976,314.5,79.349998,230.305298,143.850006,184.020004,96.440002,80.989998,112.290001,85.769997,66.620003,88.529999,132.979996,145.369995,328.589996,11.89,64.43,94.800003,172.220001,33.09536,83,105.828873,58.268784,36.360001,50.900002,156.669998,176.759995,41.27927,213.070007,44.240002,68.010002,40.130001
2020-03-16,1689.150024,1073,26.49,116.739998,135.419998,283.179993,68.900002,222.948486,279.350006,146.009995,33.470001,202.300003,127.129997,9.12,196.399994,298.839996,99.889999,225.039993,85.57,110.739998,30.18,60.43,107.470001,108.5,52.415272,84.449997,107.860001,120.93,50.690453,124.300003,43.780903,43.189999,242.210007,35.75,78,38.939999,286.320007,73.178612,75.699997,17.280001,93.790001,73.35112,224.039993,80.5,38.310001,106.289696,38.709999,134.710007,55.77,63.84,6.66,108.010002,37.34428,34.470001,81.180351,174.690002,102.360001,31.1,20.17,41.650002,14.46,81.399284,130.059998,81.129997,12.37,35.060001,13.74,22.51,166.119995,137.929993,64.480003,54.029999,109.57,57.113163,235.286163,50.52,143.310577,31.65,93.68,129.380005,57.22467,39.569519,52.439999,13.72,152.009995,6.67,48.930828,282.589996,68.339996,184.444824,125.099998,166.080002,83.029999,71.57,94.5,76.580002,63.16,77.18,124.75,129.5,287.940002,9.07,54.740002,82.699997,148.979996,30.839766,67.900002,87.71563,47.240681,30.51,47.560001,130.979996,157.039993,32.839821,185.399994,37.73,58.959999,34.77
2020-03-17,1807.839966,1118.060059,28.18,118.239998,146.570007,306.98999,74.519997,238.654572,296.309998,149.419998,40.040001,198.740005,136.589996,9.23,217.270004,319.75,108.93,244.220001,83.370003,127.459999,32.16,68.690002,116.559998,118.239998,55.793056,77.459999,111.099998,132.940002,53.645992,135.419998,47.285748,42.400002,252.860001,38.110001,81.379997,42.91,298.73999,71.946976,78.019997,22.200001,103.629997,79.15667,238.320007,89.5,39.310001,118.734634,41.880001,144.070007,62.5,69.459999,7.08,116.470001,34.683193,37.380001,88.358276,197.880005,107.690002,33,22.48,42.119999,14.76,89.160141,144.710007,86.709999,11.76,40.02,13.69,26.1,169.5,161.429993,68.860001,57.990002,137.139999,62.047516,237.512726,57.959999,139.653839,34.380001,108.089996,143.199997,58.426685,41.594925,53.130001,14.97,157.889999,6.64,53.436832,319.329987,71.330002,196.17543,128.630005,180.660004,88.379997,80.510002,100.720001,86,77.57,87.209999,124.449997,149.630005,318.829987,9.16,60.860001,88.540001,153.740005,32.546432,77.779999,97.376022,49.428482,36,52.369999,149.369995,168.199997,33.609737,202.089996,36.09,67.059998,37.709999
2020-03-18,1830,1091.189941,31.58,136.929993,140.399994,307.5,79.419998,224.584961,302.980011,146.960007,40.59,191.160004,134.960007,9.64,202.820007,315.470001,102.459999,217.059998,74.339996,130.5,32.360001,69.379997,114.690002,117.449997,55.226784,68.129997,118.709999,140.529999,49.827599,132.240005,45.246208,32.639999,246.669998,37.02,77.760002,36.950001,290,69.986221,76.519997,22.969999,102.82,78.927635,206.960007,84.970001,34.32,122.040009,39.119999,134.350006,57.950001,67.5,6.6,106.620003,30.904245,34.689999,69.426498,190.949997,89.879997,33.91,23,39.25,14.68,93.549324,135.110001,84.339996,8.99,38.400002,10.33,23.450001,156.529999,151.75,61.189999,52.68,134.889999,53.800385,227.578079,54.59,138.498032,33.209999,105.839996,143.089996,49.968533,41.78265,45.009998,13.98,148.479996,5.3,50.101994,323,68.410004,165.064255,115.080002,185.470001,77,84.589996,94.050003,79.279999,76.080002,86.25,121.25,132.020004,333.410004,8.76,58.84,75.849998,156.240005,28.404522,72.099998,101.355003,44.765789,33.040001,48.970001,150.509995,177,28.812576,174.350006,36.82,68.639999,33.040001
2020-03-19,1880.930054,1111.670044,28.27,139.630005,142.710007,305.220001,78.550003,215.424744,280.839996,153.130005,39.52,206.240005,127.050003,11.65,212.970001,332.029999,99.849998,219.800003,88.010002,125.309998,30.42,66.699997,103.510002,110.830002,53.776321,83.5,123.769997,147.639999,48.3895,139.460007,43.355175,36.970001,244.779999,35.599998,75.910004,40.610001,323.140015,70.015778,86.160004,24.459999,100.5,74.187592,200.869995,86,38.049999,119.449997,39.82,126.410004,60.560001,74.120003,6.48,106.360001,36.711159,36.290001,74.181877,191.779999,90.620003,34.18,21.620001,34.66,15.17,89.220001,136.479996,82.900002,10.62,39.150002,12.04,25.16,159.580002,136.100006,65,53.599998,142.380005,55.73035,226.799286,56.509998,148.960114,34.759998,98.510002,133.089996,52.712399,38.097397,48.810001,14.97,152.25,6.78,47.14431,296.910004,68.760002,191.199997,121.650002,185.070007,85.410004,78.169998,96.089996,75.050003,73.879997,77.050003,123.059998,127.360001,314.200012,10.21,62.189999,82.910004,156.509995,29.272827,77.279999,100,46.161629,32.41,45.029999,168.169998,177.880005,30.934776,177.910004,40.419998,61.939999,35.009998
